Algorithm,Ciphertext,PlaintextLen,KeyLen,BlockSize,IVLen,Mode,Entropy,HexRatio,ByteMean,ByteStd
ECC,0F6893069EF44FB6809BA342A1FE2A1916AA6CB123BDC44006B8601B2F9751D4E5F2F36551EFEB286CD22272072FAE768B6F21ACBD7BEC2D3EAB0D97954AA175,32,256,0,0,Asymmetric,3.93762481522065,1.0,122.84375,72.72212067821935
Diffie-Hellman,BA29F27B0DF6A40F334641743F72AA846A8246E110A4ADCB1883F43F092561C6F0CB6B062A5FF9FC3BFB311DAACB11034A5AE90244C1E12FF611197B05F6B799EF505BCA705A4B850BFE18AB6F26B3EB5BB585A54C17A6D3744CE264FCCC7C993AA2DD492C36A7CEEAE3EDD0E425866450F70DED47F69E6D1983585FA809D8824274403EE8CF1B6781E32E151BED844E3B1B55847F01C524E7A6BCE9B980D3A4B74DD90EC31F3F0D46B43F95528E821426E50D784B30F032707CA516F727A72B81907705D855C1B02D32436C24E4A0548FCCECA69894A9119CA0DF737483B034B3DBC60A09B182AC4AC3CDD92122490DB15A8046CF497C7618349C62B2019D3A,32,2048,0,0,KeyExchange,3.9864826265256808,1.0,123.140625,74.83839196635223
AES,705E8B14878CCFA2440849B4B5717C2088D1270E83C427708707A8E22F5A10FA435AEA4753B741F4803E3AB4E7312B9BA4C6AF1AC0E214161ABB98EF05A89E75,32,16,16,16,CBC,3.8286831712494607,1.0,119.078125,72.04562458251281
DES,9AFD75DD80FDE27DE395FED152EEE2A6392B723290836929491338D4D838A7D8D9387F189297A84C4BC84A7E7736225F,32,8,8,8,CBC,3.7940671392263985,1.0,134.79166666666666,70.37990904528239
3DES,43A93F8EF0705E15DF70E338404160DBB37CD45773A3FFC9A7DEBFB24FE340CAA410065099D92921544EF4313F63EA75,32,24,8,8,CBC,3.859463374085773,1.0,131.54166666666666,71.55882147265672
Blowfish,8F8DBE47E9BDC72203FA562665E2DB53570E18FD4B0F75BF2D70B5BB512A73DBC28C6FDACE78069A023AD5DE5F1C6ECF,32,16,8,8,CBC,3.882937111015252,1.0,126.0,76.14323125969022
RSA,5B19C0844011E6E3D94CAE2E2FC10CFC9B7AB57EE3185D1AA6BD406BC430B99DDECDCD9FA8B6BC930964E8CAD11A795943198C5446BFEF2687803CCC8A4AC5DD5138CFD04CEBEA267313056619AF08159C37BEBF097AC1465A3C2CF89E3E9EEB89B9953D986172655962304BAC4C2BAE465D645376A2CC63E5DF9AF4542F9EB683B59FAD2D0C000FCBDC2DDBB17A90CB6D619A231BFF3F2044EB05BA80950B0DA10F76F35A3C82167FFFF9CC4E6AD3172F3429F8ACC27E874CF5DE1E5762BAA5C926EBB39DE24D299D0ED58B2DA5258E366E269928124D015E2AC340944191FAD92DDA7F2C8B0F3C4FE3670F71CC98F893C80195FC658A74E2C0A4E890048DE3,32,2048,0,0,Asymmetric,3.9807320165406037,1.0,125.13671875,73.10336792332757
ECC,673DFD5FE3C595F96570A34F4F728E1A8CE488228C5965306D1EBF2A8BA8C985B73DF3A7F976A65FD45F26B6FBB8EAB555CD2E73DD7CB92CE34ABC8327F882AB,32,256,0,0,Asymmetric,3.8815146018755824,1.0,140.171875,66.28384859062105
Diffie-Hellman,9E915F2F4B8B9C4CC4316A3A15F2BDB1E3BED85F3C7228512BE899149ED4911920D1837A1808BA96FC2B1B05A7C353E79CEB4B7255EDE0C7A1E98C842AAE370299568ED01276318D6D42110957D7268192BE9AAFDD336117B037CFECDCB5ED8343BDF61C8BD9AFE2E6925015767AB8FE78E0D8AC74884AE89B5CE04334637AEA80CD4D3B5AC374F591DB3DE8198CD9D9670A2CA53CC2B419819E43B9B909D2E21ADF391124414DA69D3F5495735CC8858EB7DC6A71A88BA5554D1E26992AEA7BF94AB944586BD2C1F1D3F641A3487DB6A17D3504BAB27671800CFBD2944851562D4C0200368095AC3E110CEDD17B786188AEB667884AC197C17D36289789EBFE,32,2048,0,0,KeyExchange,3.969294027897278,1.0,129.59375,70.44251174495058
AES,579CC881EAEA640C75ECF20D4E233C431EA0B1C72568DDA1C89EBA4A00E925CC8E419120AC5B5784C97F4D0444BD74AF52C0B2091AE34BBCCD9FAFC6AAD057D7,32,16,16,16,CBC,3.8994429241263275,1.0,131.21875,71.17835624989874
DES,BC934BD974048B3A3FF41580558C918A8F0C6FB8D7DC144217A4E16795E5F9EDBAB331AF49BBAD441B940A2572B28308,32,8,8,8,CBC,3.893914416809195,1.0,125.02083333333333,72.30447472993785
3DES,A86DB429A54F4A090117F5A69CBD3AA3B31AF4D6C4758D34052B88F1255741BBECF3F41041ACF451EC6410D6983DCC5C,32,24,8,8,CBC,3.8859773057939426,1.0,128.58333333333334,79.07165351052733
Blowfish,6B4BE15434A57868D4BF4559E627975609324BF2147D9C574C1E908514AC04472117F48E0B4EA9E6F5498C8AA828BE0C,32,16,8,8,CBC,3.8628252647539263,1.0,111.4375,71.65278147950713
RSA,5FAE54FBE6F5656786E57EDAF668E4B4608FBCF2E0A2F1A0656B04E811416815601A8EAFF3E0D478B542AB3928827C691E99C8B658D6C4363AFD80329B42DD3BBA140B78517B4FCE4AE2961010BB5AEAF8526A5C7AE28BFC9580412527BD8982E2250A311CF55FD1AD39F0B074CE06D6EEF000A68DEBD70F331F259B05F4BD52252F84E37FA5737BF40DBD9A05973B9B479F8B7B75EBBC962A9A2C44434C78EE5F8E5D39B2AE33B82DA24F77F420DAA3B4349F81D95F25746BBDF4331E1E3DDB42DA2D132B9E9D2451A8212A3F0E2F2379B89EA6A49380C6BFDE891555799DDDF352DEA955CC681028A3CB51D35D791C326488F39F9EA24F4FC38956728B8F7D,32,2048,0,0,Asymmetric,3.974445876537475,1.0,128.38671875,71.19923396609263
ECC,8084B3EF4C871881972ECA28E1CF2A89C37AE2CCD1135B7FD0C1150FA7D36DA4D79610E6C41372AD98E69E8F33136E46401CF006A9B787E30DD062FF09CAE0C3,32,256,0,0,Asymmetric,3.908013021563648,1.0,135.546875,75.2595362909869
Diffie-Hellman,CEFCE5CB8B322C4A66674B0915A892A0C2F8BAAE4CAF301AFBDAB9C5FBB0A2E16ED0D745C8352FB56995EF0A0AFF8685DFFC58600740F0C568EBF8176BFF6D80FB59C6DBC8B115D76906A74B52653683D1A4196011F2DF518ED1550E88534474351905028A6CD6B05967BF8A8E5C20D0C363A312DB245AC3135DBECEFC5645AB912F34255269F7ADFB48AE882A79018E8B6501DF686EAA7D8A70F14909F1BD47D2E7C110451E3F734E102EE05B97322735682F2CAACB3DCF25601DDBA6720BBB3F931E04D53547DFBAF52F0808B99B9D8F4A11031E0B2EF3B5492FE4C3719EE44A934B05D81698C38A164826CCA90255828F84A1839C3BFA203AE50F50D3480A,32,2048,0,0,KeyExchange,3.9752925510606256,1.0,122.65234375,76.03401938528461
AES,5BD68942D5E63971F60863E942F5DD0B803D48D940DC105548BE676B6333FC18C340218B10A8F27B8A6AF5A2B0155BB1D9FF0AE8036D22D86D1A9DCC6C10B1CD,32,16,16,16,CBC,3.9144985349455768,1.0,127.890625,78.76113357557378
DES,211CF167797ADAD80D7B0C76C7E643B0630317768FCA8E7BB9303C7517851064E0C6C701834879A47458BBD249AD8826,32,8,8,8,CBC,3.8438319663572127,1.0,118.45833333333333,69.14325658049059
3DES,FD8F55CE712F1503177489543E1BD7A6974669C0AEC69D8DEA8188E3CDA6D5B38275D7D3BE5C6199CF9851E2AC6517F1,32,24,8,8,CBC,3.8895648780818295,1.0,141.375,65.6783909795807
Blowfish,5F343AD21CCC827A744431FA675DA84033010E5BDD23D1B92B0B9C854335D059B53055C80F906CAB6AD91E2728976AFE,32,16,8,8,CBC,3.9443968457016076,1.0,109.83333333333333,70.0414559782673
RSA,83AA5C1686EBDF777AF68A3689B4E7122C5F48DE2CDA790253717ADB5E2D5DAD7A0DB756D665DD5D83B924CFD279B479608EAE9C7B751069577DEDBB342118B16CF0058CC258539E0A6ACE0DCCE051191643CA954BF51589594D86F88475ECEBEFB8337CF6B9289D9802646D05F8A138ECF5191C7B04538939C34D9249CAF60161F330ADB26775BBFFF3FDEE241D8B44D4C297A65470F651F9386912B26A0CDB85A25A5FC8E3E9D25DF236615781DD0E341E044DCB3589993F42D0BE0D1E5072FBF262B54804F2E69C012F078586672FE87B08256FC40A0273B4D2C0B573A2D4A0B9C543DAEA9127DC10E426F7D71A38924814027CBCDD79BE674E725270ADB7,32,2048,0,0,Asymmetric,3.987632746132287,1.0,127.75390625,74.91712859297405
ECC,0F99FD3D162CCC4D0701F8AD7A0128448EAA48DC8F80CE21E6BF5C3BC39335E0235A743EB0F169859DBBED7D9975675E130945FC976B5067C40CAC1B01F3EE49,32,256,0,0,Asymmetric,3.9632191757631556,1.0,119.953125,76.26074303161735
Diffie-Hellman,2499CD93948F2B98FB17239EF4E58C71805DE6E2B3DDF473B312DB049B448AA064013994773580921D218DCC44E94C6ED2EE2D3B38EEF7C88503060232C4A66C1F1BC40B2C2C4A479DA4068774B82D2DBAF9AB7E70ADD227475BCC6155BFB8FA550CC7EF973FDF0F10B7767E9350C08BEA35550EF1706C19FEBB2470FD592D60C81E7416491A76B1F70DB6E1C58D777E33457E8FA6960B098D381A8F6670A187CE3D777E92B55CAED661564EA28B2DB8F012AA2EE57AE12BED2E9A971488E942D9244028707A36412E8BB2C8984786EF0CB276E1D525EE5D1A4583565AFC65F5EAC93ADBA6E96DB4D260A4F54810C96D4AFC187946D633845F6C3CBA22A2D5EF,32,2048,0,0,KeyExchange,3.988156410035177,1.0,126.21484375,72.89802336766812
AES,BB79BF2FC71F927810493E17BCDDF9EA3450BD93E655838472686E611D09ED045380C938F2A429A5412F8544D16D9A7752791DB2B837B0EDF971465A00F8EA51,32,16,16,16,CBC,3.955570186138246,1.0,124.828125,72.20490692456002
DES,E2EECDCD04E3F7ED1FBB33E062C90FB674137BCFD323360FEA11E252A38C2D5542B1A607F06C94D96375F5B59C64ED93,32,8,8,8,CBC,3.9002874731507178,1.0,140.85416666666666,78.94116732925575
3DES,0B6410F43504B618C9B116ED65212C2B914DA0D2B01A486E7582135FC0C8397530167E876E73710C7752636BD4FE9261,32,24,8,8,CBC,3.891760186647523,1.0,108.16666666666667,68.4818507992365
Blowfish,5330A9EB8A3887A34753486F361CAC177AA0AE8E43C90D94F1A6A67934E7AC1021A6BB209FBA0ACAA0D0E33C2CB62EA4,32,16,8,8,CBC,3.8130529713409964,1.0,122.89583333333333,68.21358600727733
RSA,666AD527242095D749052824853448F5A8A50EE28DDED0BDA4630C99670ABF109C72B549BEA7FEC6E990EEC1F9A24C311B59AB7F78A804648F1309C230BD0AF0DA3017DD8AD882769093B4A8465EDBE2196DC77A6E2A89CF5C99C651F9FD5C92EA1F749E1AEBE7F7E4DD0F3BFAF631BCB2E60F45CA430CA760AF0E990D43DC0D841FBE8F2F129088C00AF752AAF3816AD6AB27F69E8F2C68B64397C0F77C93C97388DDD12EA6EC2AD4B0A374FAFB95E4DD8F20A861ECE273CE48E636D0F02D59D7E3157CFD006246B301A60D1AD17CFDCD3E6299B190063A8667CF4321B17C61C8668F818078284369EB4556B6E1A1557B1DF0545360EB7CAB1DA3C6B6298F91,32,2048,0,0,Asymmetric,3.984610746007342,1.0,133.98046875,74.10473221920631
ECC,2C79519FB6347D469E16CF938586334DFBBACC99C920A62529A68C4461221A666D4512DF21746433BD9F207545DA2D64F9BF4DA05A3D23167DFD19E047D9BC5D,32,256,0,0,Asymmetric,3.86420557098742,1.0,115.5625,68.02983605558667
Diffie-Hellman,780024ADFEBEA92C064FE75236BA0BD646F10B5CD19488BDE67B7CF65FB4913ECDE89779277B41500FBBD40625028198FC2C2C71BFD6331C801B65D8E426FA53E9A70B49F363898E54F59170CA0A26C20C28B0D5BA6821C82D32657F790F3FEF545B03AA231E26BF08D6C613BA99C9D69D5D47A5EEDEFA89FC73F9B8A259CD104F2CCD19AF531EBE4AB85B3A25EC82D5BF4361F04C06B4FB2E1EF7AB297079FB84CF5C5500F5CB096BA082E396D60EB3E2D6A7595C0813F76D9D7CD0FCFAF65DF614F474A3137202BED8EDE4F9FEBF4079793D08E2FB77D04CD0AE3B9502ECFA5EF90555972D82F449BCCDA2533327A274BA4B19CAC22CFD31552DBE5FAA4852,32,2048,0,0,KeyExchange,3.979928196173821,1.0,130.94140625,78.90976158259801
AES,016CCF163B257D00BAC91ADB08E89874581D915D522C3973A09A6FD96931EDDAA2675941BC28E0B93A938FA9A77E936A6268BA65164687F45E12AD56CF06B1AE,32,16,16,16,CBC,3.9270556532476353,1.0,119.015625,67.60697361115476
DES,FD7093F2DE0CBA9747AF8763518D12478145E4B43455D6DE83E26B5C20CEB9693742FA38671154FF2C839EFA9A89F654,32,8,8,8,CBC,3.950588737976868,1.0,134.77083333333334,71.80507165912601
3DES,61AD4C8EE2B0F8C51698B0F9C66599365A22C26E1B91B4C8AC36AEF824670DA819058AA276216D06BCFCA40E9BF93BEE,32,24,8,8,CBC,3.8891432183248975,1.0,131.3125,75.68552158162969
Blowfish,FD2761F34F5B7834A8508F9190031CBDAE1A3B0F2D8ECFBF7A8B65E41AFB98926BB35A839C086F01B7E219624FDA7222,32,16,8,8,CBC,3.922930538901585,1.0,117.875,70.8392031881594
RSA,8099CAFD4BF43D4898181D9C4B5CA6CE7ABD8C1C393DA27F6AB800A03F8ADCC3075C495C6D9D9EC4BE36C9948EBCB61C9AFEE4DC9C7F23CC2D663BD6C2984E07D6A0EE41783DDE8D592BB3EFD689AC181A745531B0E5EF9C0AB822827394A3ECAFCB7FE58BDD5D32982AF9C5994095130F49C72154E19E47CBD5447FAC2B3E48B773D3090101516EA0955B4C640133127C13FCDE391AAC2F14891B9F5D1F61F26E19CCBB9011547818A2CA74629ED4DB06506C50F6EF4980C46A8853814C0D06C11F20EC667D346E97A17FD104EFC6AEF30FF207589EF4A9287D124C63DEE66EFE9ECA50EAD249A1373A4EDDEEFDC5C4B9048FF0349CABC3F0BB3D91BED43CB8,32,2048,0,0,Asymmetric,3.969719708523531,1.0,128.796875,73.0552936325245
ECC,F8C40FEB7153BC6A7B5D3654F1CCA961643AD5802B59BF201CBE1EB6D64EC92F58A0A34B597863661C89A9BCE3B27E443DD12ED345D7B8FF832E6BEF3C46842F,32,256,0,0,Asymmetric,3.9477853234636395,1.0,127.6875,67.60105283018896
Diffie-Hellman,A6CE87F0C10089618390BF31A358062AF49B221639E98ABD3989CABE2383392BA9F4173D841643B507C3ECCC5B1CB9C06DB434B6B2FEC6515AC2AF1F8D4D178EF617E58F0011D31F125A83FCC374CCECC8CB19EF1985C514AD790CA0372FA0FC27D87FBB88D0A464D4AAACF12E63CC87BF7D2B88354E5DA87A05BAE59AD4E3708320F284F9910C83B70D06754D796B072D4DA3AE2919F1C057A7AF4C68A2294498F79E90814238485C2350631E5B30AF16E778687C6E271931A1553BD14722AC74A21A3EE9A64E4821E3495F7794E64195A207C60BE115F648C2A6518DFFE96B6792004268A91EF58063CFC2C86043849FFF6D5E927B4E3E556721CF38FEA54C,32,2048,0,0,KeyExchange,3.983326569844688,1.0,124.2421875,72.03425249639815
AES,A8D1647CF6E1FC230107FD6699626A62FA982EA4FBDB2DD5E44B6FEA529F2A6A88190A76646CE1D3AF3543E6E60C6CBD401FE68CDF068639CAF56938AF191079,32,16,16,16,CBC,3.874371540168624,1.0,130.953125,78.80780213744306
DES,738DF89FA4D69585CC24891A13751739CF06904920DA9080CC361C6C4D43B60DA9E28E6C1184BAF4C402B382B090D9FC,32,8,8,8,CBC,3.8834449657662273,1.0,128.0625,72.7070051215837
3DES,12A6AEB3DD1F0EBC1DDC5ABB8440796E4CFCBEF87E98FA57E8DBD6E2F8CA5C7B8F5809E72238F6FDA066A66849881A63,32,24,8,8,CBC,3.8999589100156897,1.0,141.8125,75.05738256216596
Blowfish,EC78C889CE606FD8036339E5F159908F7439B68388B54577030860B556573709A0C0050CBF3BDDB257CD323BD4DA0FD5,32,16,8,8,CBC,3.7871434301551545,1.0,123.33333333333333,73.0431759684336
RSA,098EFEE02D06954808FD61CBA66A9A68971BF73BF7B89863DA70B5F2BEA4A2BA35DFEB2546A56AE62448B1C792BCA60E41A6DA8F6A58F10A0B946CACD9D67F678413A38220831C0A0B4E23CE8BC22BB9CC901D71C5F9B496D0B1BD7B968C48CA91FA4B8510BF26F2A44E4A485940D842BCD66DE58FD5A0DD40CCBB347EC75BA4FA4FDB9B5177129152AD064B634205E574A65CBFC30BF2DA9C286DB68547D2668C523BF56D0AED8ACD6454551BDA512DAC3DDE502D6230F5AEC2A2EFBB03581A58B9222242A78AC38BC64AE8A65292C33FDFDBE406C76A3254EA4780621B5D43B72E979C0A0552238EA6DD701685018AFCAD9EA106066615B9B20497EAE6496D,32,2048,0,0,Asymmetric,3.956274605160983,1.0,129.03125,72.33120841612906
ECC,1FD7289BC7CC7105CAB8E4529D678B2E321868B15B5FD33BC55C14FD8AE4867B6583C005F5D60894C3A0D900F0AB5B02C36F38CDB5FEB6415C1872557B38624D,32,256,0,0,Asymmetric,3.905930823702773,1.0,127.140625,72.8587818976503
Diffie-Hellman,3A1A5C6136AB5B83A4B6BDF3C51F18B798398E53D924F89077DAA17B83B54D22FBC3E22956BBBCAD7A4F06CE266016535DD1D25E982350EE5F8265701EF3C1421E4551E9A6D57C6D1CD48A816CDA3F7363DB86C5AE76FDE01143886E8B8562C8540C98EFA3603F4D2ED67EA814C7E4721BA68C4931B747E1A5A4E725B7E417D8E009EA87D67ED579D5B95EC3A204EC1E19A002FA941FF83FEA300CAE8018ECD1F41EC269C1B6DA0C12ACABC4A51107E2F0B7FEDA31B93FCD31B2DDBECFC8203EC694454CF6DE91CF36A025865316B22585F6CAB6AD86E5A39FE92D193D5FC85CF10C94E855A8479CDA1BB734761F8E5A11632FCD61193BDE0C0B43B330392728,32,2048,0,0,KeyExchange,3.9824199681937524,1.0,130.19921875,74.21150201040031
AES,7EABEABCA7DA61B142BFEBC0831CFC22E3F9AE06D39B7A73F4FDC4E7CD8426900BCBB07D22D84DC6F102F798EC29963164252D429D75E27AFED468E9851306C9,32,16,16,16,CBC,3.946464458451813,1.0,146.859375,77.50682776123259
DES,E51DEE5E91363D81801E84E490CF6F3F00B3441259EB58E3FD4119E86138699FA4A5F3C8756C67F1FAD6060270336B03,32,8,8,8,CBC,3.8557165063060106,1.0,125.08333333333333,77.95907936575159
3DES,E6AC5D802BBDAB5D4B6380371304D60926B9D2F5DB59E36D6B65D2B1D2478A0F2E9C9946D0526AD7AEBC437807976751,32,24,8,8,CBC,3.872478412528258,1.0,125.0,68.52311045674055
Blowfish,2CFD0238D16220BA0386F650767482C4CD5761A79B1D4E601B6A9353584F6D2254B8DBA3E7ABA3C5B8883820AA2F1E0A,32,16,8,8,CBC,3.906360549301574,1.0,115.97916666666667,68.69270023788715
RSA,455F9B1616EF4C6315B3CBFDDA448FEE2E4AC401DB3B66D10C9164AD793F7AED0453DF4E521F6E5C513D82D0B7BE5911AE497C84BE866A345085FA1DD996D11FA70AE7E505118D73F1C99C6BC19B0F9714B449F05F76E2FD0F78171E22FFF034AC6580E59E49412991217991432FC22BF98706FF78AB46147540EDA0E6CDDD5B524CB8EEA597C8FB8AC06F4B6BD9808EDF2325D97D76C66D40512DCD50F847D4DA82A95A1C697B2EC563251A0A3EB5FFA9F4E24C75F3B0F986C17D5286785D8C346DF5D824B1069CEC18117E31F039F0AEEB0E0AC06E0C332A09D213B34FF28036879DC25CEDEE0E9597F7D65EA66E06256A754CC9C17231F7C40EB615EBFA62,32,2048,0,0,Asymmetric,3.9824017919974324,1.0,128.3359375,75.69302491640887
ECC,7462F7D1191DB2C9A8E25CC47A9BF7B67EE040A1E293B50DBC19D4CF0442FEF401F5537D9392C90E3CA477FBA178F627CB8133FDD3D5A22B3BDB9CD3408EA6C7,32,256,0,0,Asymmetric,3.945919456607956,1.0,147.4375,74.31034479633371
Diffie-Hellman,7FE60AFA614B97EEE231AD8B84F2EC9375359A7D7CE99B1793D957B8AA4FA51C508565B25699E866D567BBEA607DB70B9F205929E11FF54E398742B7E97506750F094AFE3BE5EC3E0C98E31FAA665091EBE564E90724E354883F667F64EB5454286CA565337663267F9FBFC6AFCCFEC1EF48B738331380806A4147714FBBBF13F0D0D6D8A82FC949B000D96F818834A7378E068912E1E78E166074AE10060AB40424C51EDE5BB0E0A828F14B9D289D1ECAF7C56FF514874DD1E05F713055066D3C2B57AE33087F5CD6DA2CFFF309CDEDAD0A958B28889F4223B78CD8A29413CAEAF7BFE18ECAEC3B355BF96397AB8B4FAC9964E33DAC9023988C4F42503B0A4B,32,2048,0,0,KeyExchange,3.979546864566329,1.0,127.96875,73.33787790724176
AES,5257C8D33EA48D560179767CF82FDE8A84844C0D80499C2ED656CA597DADF08D48DA9FE5B5E3106A5557B8E145920AE57B98CC76B08C59C6637DED0480CB2B16,32,16,16,16,CBC,3.907473934393268,1.0,130.96875,66.85571421679302
DES,987B1E4E3CFD5304686244274B6D6725DD1E017F074CA0746D5EC46B486FDDCF9EDE5D131535D2090E0DB54EA049196A,32,8,8,8,CBC,3.8776922345561413,1.0,98.04166666666667,67.33218594319428
3DES,131ECCA162C5B42091743CFA63ECB1F592E139AA522D4900365CAF38F0E9FFC00CCC64BB35AC5D152D0835C35719C502,32,24,8,8,CBC,3.826733133354113,1.0,120.79166666666667,79.44415185455055
Blowfish,FCA630B6EC374CE727B1015D7C37DB8EB0700D4A960B781FDA99060B652A71DF9CCA4E472E8CBCEF7C08CFF1D61D9826,32,16,8,8,CBC,3.8970929776754013,1.0,120.47916666666667,77.23637678779058
RSA,48C8B6646EC047BD07C4E7CD31E696547CC3377B2484017976D1D60E5E576A17FA77844EAAB4D2EA990A0F941E00B474DE7B1175CAC8CBDAA9707A0AF80C5E5BD3FBB039117444277AD16AA951DF9B51BF1FACCB3B0CC6401E1CC388E3AAC87257DD176F820646209818F686A0EDDBC42C96F910129F860ADBE47E8B79462218453322520A533BF132FFC5DDB9E43B6FB38E94CB8CD3DB6723E10BF54790AF849FFD46189E728ECD018959FECF7DB20057B733DD1CA9BE3C95E6A1AF7C74110ACBF765D2E3B134A23C28AE3CCEC42E0825625110C17E98FE38367D8BEEC66D797B8B359353CC33A97C80A73F9E4EECD64550B09477CCF9472D36AAF07B09D593,32,2048,0,0,Asymmetric,3.983360867398148,1.0,128.2421875,73.22399774127908
ECC,1AB03A87287C493F329040902517ABABE08F1EBDB6AE4AD5B4D5FE8725FFA105D3207FA6CE2F21A404448F9898BBB805B2280FA1F6F9D47229AD1BE18E10DC37,32,256,0,0,Asymmetric,3.9079547007766395,1.0,124.421875,75.85302496594565
Diffie-Hellman,1C6FCA637A048D76CC8A3F701DB8D94BE7B0150966390D620CF21FBD4346BBCFC7A47B65E21A331761C9C155BADA2C566D21D0186E774DCA111373211F2447BB5896F9C77625BB03C778A14441E67C2BEB55DAC3239A72EF7C27664134246C458FF0AC1AE5EB176B031900CB5E9732CD972AD7210E895EF701E3A0A17B595EC7D71BFF00664BDF47A4FF5A12DC8B5815CC373ECB76F174CBBC3A9233F60B7AD49FD22A2A102C1E08D4D0A1445A2282FCF19B3B40B04DBE63ECB26FE3C15DF09ABF8B763B2DD8E95679CD87ACFF3D9A00B17F125921332A45192BBDF1E064B5998175DD4C973B12325478EAEB966E7021021B7D9F5568A99732EAD378328E6FC4,32,2048,0,0,KeyExchange,3.975025292014574,1.0,120.9453125,74.13947040394437
AES,324DD04D18C927AB8084ED6A5A4F221B8045F29F18D021E1719C5F6A5296473E7D4809089686A4E10CBEB72D39A351FD0D2AF96BC37293918DC6BE746A8EFFD5,32,16,16,16,CBC,3.967092382235806,1.0,122.609375,69.73759235239896
DES,F850469A1FA6287A4632F03DB7D88737FC421CEDC6BBAA13C179DA34F3B0AE9C847BD1EA56CE2E171E3AFC6334BBA233,32,8,8,8,CBC,3.8947878859665526,1.0,132.52083333333334,75.17035918036812
3DES,DEF85B150C3F8C499CD06D0AB57D939ECD0E091E6C49A5F95432A5C9F252074841E5BA036E09CA4988A4006E109033F1,32,24,8,8,CBC,3.8662579373086365,1.0,113.72916666666667,77.47573264774948
Blowfish,4FE9FD1E11464579CB454AB2B4D35180260D94EB82CF7155B6DF4316737A77602197B41AECA3D56F6DDB5F8AD7F61B0F,32,16,8,8,CBC,3.899238021980233,1.0,126.83333333333333,72.34014944843715
RSA,3CCFDB49684DEC2CD35754533A24761C14C5886B3B1EB2429309B23ABED4521CA4CF35C954E19561A41617E29DB4362B0F7CC325C2DC09BA7BD54B763C438AF8CA94639419B46F1D273CD425DE868B02384D7F8C8CA1DEC731017D8843A50CF7147C224B1EA6BE013656F8968BB82496ABBF76DEC19D1B8B2322417C7B48B792A8839F13EC2E80C9ADC53DB00713135DD0EEE0BF833382033336C48163386BE2FDBD5A245E5CA49C9A39E1A9A6651FCF9866C860B68B5F69265D7CA2CCFF0441F161A9BE519BF515AD7CD4C75EF9570D273CCD1854765DDA3C09F0181C3FBF61117C67035DBAC5976006DB2D77E8DD45F35CFD41AABA74AFF83E51572385C430,32,2048,0,0,Asymmetric,3.9734842315812413,1.0,121.0625,71.47347082134742
ECC,2BD755BE6E9FA26DB1F35CD062B068E6C02F8827758CC353608FF8FDC0A7D1C9D3BE9DFC1E01A1B693C7C5536D9B2FFC4B1F8F3FB73C7AE6F462894FF1339EA3,32,256,0,0,Asymmetric,3.9199791389582086,1.0,145.46875,66.11873050382546
Diffie-Hellman,4BC43E84A3BF779B0F0CA2D5EFF2BBC27D372685B737685363848E99833BC3E0C1B3467FD87720C22B943CDE982A31ABD8D738910FE53579444D038E83CECA81965F21742AB4A3FBE90F5E5732E4FF6A87E92ECF625C41E0B540063D700908AC111CADAC72125DAD84886697E0AE2DC4521D3AA22358502FDB966E953656F1E57EA813AA173FE26AD63F304438E5995D2816D0B82D2132A35CA3F7BAED654F7F19043E8FB19A6946218B6F9F87B12134D6BCE3121DCEA1CA9EC8D517F9C3839A9B615E35EBA1E59F90F1A138965FC3809EB00164D15879678EC2232C1DD8E91699CA31F88B9D88CAFE1460B62784EA04DF98084C78E39EC1DED2237AC079A65E,32,2048,0,0,KeyExchange,3.98191444688045,1.0,127.3828125,70.35019779353746
AES,B56FC4A43D1FC636D20DAB6CA56ECBCA853B6CEE4FE344B120154567869AE3600FD28E79A9521B51E4715A0209C20A365888CCA671E4E5FDBD7FCA29ABFA5BA2,32,16,16,16,CBC,3.9437952949550463,1.0,129.6875,70.96056893620569
DES,6ADAF3A3D38E8D756A481488B74F015A6B0D75A86756E461674A0CB8E5B9C9342D96EFE697F39B17114465C2ABF2D0BF,32,8,8,8,CBC,3.933384055335443,1.0,133.64583333333334,71.07463494551969
3DES,3B01EF17A270E28770B246D642767A7E818F604619F58A12A325DB14D3C8F72530490F6A179E7F7645E01A3C63725702,32,24,8,8,CBC,3.858215362221952,1.0,110.625,71.35755770531014
Blowfish,CBAFD9F91A96E17A11A811F12F94DEA8B4DABBE610E3AF3B2DF62934E4CC00A5661D691B9B9D40832EDCB9C5889EB05C,32,16,8,8,CBC,3.872629274075435,1.0,138.5,76.12763405404549
RSA,90E6B8145234E54D77F2DDE997BCFD1A121606DDD6AB9305CF8AC4171BB38F9303806AD8ED5150A617E09F0AFFFA204193B4657DA69859817D42EB341AF13B61AA843891D3E24B75D6D08D23BA04671ADEE911E2D048072C718822A1724ABE0F04D8842BCC328969E0B4F6799B5381C9AE0A250FA201C42E1211877F8B51FD7EA95D813869A30317FC3DDAF1FB796B51B7C313A121ECA704DC62C6F289651824AC3F3BF51BA8613804D3B5C630CC8EF8B83557FDF298373CE95882BB1602BF7787BDB036539873505E2E2638B54549F5A1DCE2EE6281A30A94A4C62BA450D0091E8FD4CBBB0BCCD145080CDE38E644E50B3BF4051F57A7C3EAA44761756CB0B1,32,2048,0,0,Asymmetric,3.985504097945671,1.0,126.60546875,76.83345300936809
